question_id,question_text,option_A,option_B,option_C,option_D,correct_answer,section,category,difficulty,language
Q_1228,What does the traffic sign 'Compulsory Left Turn' represent?,Mandatory 'Compulsory Left Turn' restriction,Information about 'Compulsory Left Turn' lane,Warning of 'Compulsory Left Turn' ahead,Exemption from 'Compulsory Left Turn' rules,A,Section 184,signs,easy,en
Q_1229,What should you do when approaching an intersection where the traffic signal shows a steady 'Green' light?,Honk continuously to force others ahead,Stop right in the middle of the intersection,Proceed with speed if safe,Accelerate as fast as possible to beat the light,C,Section 115,signals,easy,en
Q_1230,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Follow the automatic green light,Stop and dispute with the officer,Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,C,Section 128,signals,hard,en
Q_1231,"If a traffic police officer signals you to 'stop traffic from both front and rear', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,Stop and dispute with the officer,Follow the automatic green light,B,Section 129,signals,medium,en
Q_1232,What is the legal consequence under Section 39 for permitting an unlicensed driver to operate your heavy truck?,"Fine of ₹5,000 and owner prosecution",No penalty if owner is riding with them,A minor warning fine of ₹500,Subject only to vehicle fitness checking,A,Section 39,rules,easy,en
Q_1233,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Apply direct pressure with clean sterile dressings,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,A,Section 190(2),first_aid,medium,en
Q_1234,What is the legal consequence under Section 129 for permitting an unlicensed driver to operate your motorcycle?,No penalty if owner is riding with them,A minor warning fine of ₹500,"Fine of ₹5,000 and owner prosecution",Subject only to vehicle fitness checking,C,Section 129,rules,hard,en
Q_1235,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Move them around aggressively to check for broken bones,Give them hot tea or coffee to restore energy,Try to force them to stand up and walk around,Apply direct pressure with clean sterile dressings,D,Section 115,first_aid,medium,en
Q_1236,"In a motor accident on a highway, if a crash victim is bleeding heavily from limbs, the Good Samaritan should first:",Apply direct pressure with clean sterile dressings,Move them around aggressively to check for broken bones,Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,A,Section 56,first_aid,hard,en
Q_1237,What does the traffic sign 'Straight Prohibited' represent?,Information about 'Straight Prohibited' lane,Warning of 'Straight Prohibited' ahead,Exemption from 'Straight Prohibited' rules,Mandatory 'Straight Prohibited' restriction,D,Section 134,signs,easy,en
Q_1238,What does the traffic sign 'Speed Limit 80' represent?,Warning of 'Speed Limit 80' ahead,Mandatory 'Speed Limit 80' restriction,Information about 'Speed Limit 80' lane,Exemption from 'Speed Limit 80' rules,B,Section 115,signs,easy,en
Q_1239,What is the regulatory action required under Section 119 for the 'Slippery Road' sign?,Applies only to heavy transport vehicles,Strict compliance is mandatory,Applies only during night time,It is only a recommendation,B,Section 177,signs,hard,en
Q_1240,"AIIMS Trauma care protocols state that while moving an accident victim with suspected internal chest bleeding, you must:",Massage the area to restore blood flow,Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,Ask them to stand up and walk to test reflexes,C,Section 128,first_aid,easy,en
Q_1241,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Stop and dispute with the officer,Take a U-turn immediately to avoid the intersection,Follow the police officer's hand signal,Follow the automatic green light,C,Section 3,signals,hard,en
Q_1242,"AIIMS Trauma care protocols state that while moving an accident victim with suspected severe neck injury, you must:",Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,Massage the area to restore blood flow,Ask them to stand up and walk to test reflexes,B,Section 181,first_aid,medium,en
Q_1243,"AIIMS Trauma care protocols state that while moving an accident victim with suspected spinal column trauma, you must:",Carry them over your shoulder immediately,Stabilize the affected area and avoid bending the spine/joints,Ask them to stand up and walk to test reflexes,Massage the area to restore blood flow,B,Section 4,first_aid,hard,en
Q_1244,"When you see the 'Compulsory Left Turn' warning sign, you must:",Stop the vehicle completely,Reduce speed and drive cautiously,Honk the horn continuously,Accelerate quickly to bypass the zone,B,Section 134,signs,easy,en
Q_1245,What is the regulatory action required under Section 119 for the 'No Entry' sign?,Strict compliance is mandatory,Applies only to heavy transport vehicles,It is only a recommendation,Applies only during night time,A,Section 134,signs,easy,en
Q_1246,"In a motor accident on a highway, if a crash victim is in state of deep physical shock, the Good Samaritan should first:",Try to force them to stand up and walk around,Give them hot tea or coffee to restore energy,Apply direct pressure with clean sterile dressings,Move them around aggressively to check for broken bones,C,Section 122,first_aid,hard,en
Q_1247,"In a motor accident on a highway, if a crash victim is unconscious but breathing, the Good Samaritan should first:",Give them hot tea or coffee to restore energy,Move them around aggressively to check for broken bones,Apply direct compression to bleeding or place in recovery position,Try to force them to stand up and walk around,C,Section 185,first_aid,easy,en
Q_1248,What should you do when approaching an intersection where the traffic signal shows a steady 'Flashing Red' light?,Stop completely before the stop line,Stop right in the middle of the intersection,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,A,Section 56,signals,hard,en
Q_1249,"Under Section 122, driving a vehicle at a speed of 120 km/h in a School Zones speed limit zone of 80 km/h is:",Perfectly fine for private passenger cars,An overspeeding offense carrying a heavy fine,Permitted under emergency situations,Subject only to verbal warnings,B,Section 122,rules,hard,en
Q_1250,"If a traffic police officer signals you to 'allow left turn only', but the automatic signal is green, what should you do?",Take a U-turn immediately to avoid the intersection,Follow the automatic green light,Follow the police officer's hand signal,Stop and dispute with the officer,C,Section 134,signals,easy,en
Q_1251,"If a traffic police officer signals you to 'stop the traffic from rear', but the automatic signal is green, what should you do?",Follow the police officer's hand signal,Take a U-turn immediately to avoid the intersection,Follow the automatic green light,Stop and dispute with the officer,A,Section 134,signals,medium,en
Q_1252,"When you see the 'Horn Prohibited' warning sign, you must:",Stop the vehicle completely,Honk the horn continuously,Accelerate quickly to bypass the zone,Reduce speed and drive cautiously,D,Section 119,signs,hard,en
Q_1253,What is the regulatory action required under Section 119 for the 'No Parking' sign?,It is only a recommendation,Strict compliance is mandatory,Applies only during night time,Applies only to heavy transport vehicles,B,Section 5,signs,easy,en
Q_1254,What should you do when approaching an intersection where the traffic signal shows a steady 'Amber/Yellow' light?,Slow down and prepare to stop,Accelerate as fast as possible to beat the light,Honk continuously to force others ahead,Stop right in the middle of the intersection,A,Section 177,signals,medium,en
